gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
416852494	f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica Clos		AR	Cerro Anecón Grande	Río Negro	PRESENT		b6f05cf0-43ce-11d9-8439-b8a03c50a862	-41.09	-68.95											6026493	6026493	PRESERVED_SPECIMEN	LP	HERB	392196		-		CC_BY_4_0		Feruglio, -			2025-01-10T23:36:00.487Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
416852457	f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica Clos		AR	Paso Roballos	Santa Cruz	PRESENT		b6f05cf0-43ce-11d9-8439-b8a03c50a862	-46.63	-70.75											6026493	6026493	PRESERVED_SPECIMEN	BAB	HERB	392199		-		CC_BY_4_0		Boelcke, O.			2025-01-10T23:36:00.386Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
416852456	f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica Clos		AR	Cordón de Ruca Choroi	Neuquén	PRESENT		b6f05cf0-43ce-11d9-8439-b8a03c50a862	-39.11	-71.09											6026493	6026493	PRESERVED_SPECIMEN	BAB	HERB	392195		-		CC_BY_4_0		Rossow, R. A.			2025-01-10T23:36:00.402Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
416852455	f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica Clos		AR	Paso Pino Hachado, Cerro Tres Hermanas	Neuquén	PRESENT		b6f05cf0-43ce-11d9-8439-b8a03c50a862	-38.58	-70.43											6026493	6026493	PRESERVED_SPECIMEN	BAB	HERB	392194		-		CC_BY_4_0		Rossow, R. A.			2025-01-10T23:36:00.685Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
416852454	f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica Clos		AR	Cerro Butahuao	Neuquén	PRESENT		b6f05cf0-43ce-11d9-8439-b8a03c50a862	-38.02	-70.22											6026493	6026493	PRESERVED_SPECIMEN	BAB	HERB	392193		-		CC_BY_4_0		Rossow, R. A.			2025-01-10T23:36:00.927Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
416852453	f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica Clos		AR	Extremo NW de La Pampa Ferraina.	Neuquén	PRESENT		b6f05cf0-43ce-11d9-8439-b8a03c50a862	-36.72	-70.47											6026493	6026493	PRESERVED_SPECIMEN	BAB	HERB	392191		Constance, L.		CC_BY_4_0		Boelcke, O.			2025-01-10T23:36:00.436Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
416852452	f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica Clos		AR	Cajón del Arroyo del Cruce	Neuquén	PRESENT		b6f05cf0-43ce-11d9-8439-b8a03c50a862	-36.85	-70.26											6026493	6026493	PRESERVED_SPECIMEN	BAB	HERB	392190		Constance, L.		CC_BY_4_0		Boelcke, O.			2025-01-10T23:36:00.467Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
416852451	f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica Clos		AR	Valle Superior del Arroyo Atreuco	Neuquén	PRESENT		b6f05cf0-43ce-11d9-8439-b8a03c50a862	-36.75	-70.53											6026493	6026493	PRESERVED_SPECIMEN	BAB	HERB	392187		Constance, L.		CC_BY_4_0		Boelcke, O.			2025-01-10T23:36:00.753Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
416852418	f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica Clos		AR	Valle Superior del Arroyo Atreuco	Neuquén	PRESENT		b6f05cf0-43ce-11d9-8439-b8a03c50a862	-36.75	-70.53											6026493	6026493	PRESERVED_SPECIMEN	BAA	HERB	392188		Constance, L.		CC_BY_4_0		Boelcke, O.			2025-01-10T23:36:00.926Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4067199950	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/151261576	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica		CL		Atacama	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-29.269864	-70.075185	315.0						2020-08-19T19:51	19	8	2020	6026493	6026493	HUMAN_OBSERVATION	iNaturalist	Observations	151261576		Nicolás Arcos	2023-03-16T01:08:22	CC_BY_NC_4_0	Nicolás Arcos	Nicolás Arcos			2024-12-16T12:14:11.891Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4061758939	e053ff53-c156-4e2e-b9b5-4462e9625424	urn:catalog:MO:Tropicos:2483247	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica Clos	Clos	CL	Coquimbo. Llareta de Coquimbo	Coquimbo	PRESENT		90fd6680-349f-11d8-aa2d-b8a03c50a862													6026493	6026493	PRESERVED_SPECIMEN		Tropicos	2483247	513			CC_BY_4_0	Missouri Botanical Garden	Claude Gay			2025-01-11T15:26:08.765Z		TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_NONE
4052843322	7c5e863f-3f70-4933-b05d-fc57c66dd3f3	96a194cf-0c5a-41fe-9c19-c549d721b7cf	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica		CL			PRESENT		4cadac10-3e7b-11d9-8439-b8a03c50a862													6026493	6026493	PRESERVED_SPECIMEN	COLO	V	02606564				CC_BY_4_0					2025-01-09T11:04:37.624Z	StillImage	AMBIGUOUS_INSTITUTION
4052840320	7c5e863f-3f70-4933-b05d-fc57c66dd3f3	d5d5b65d-439a-41a8-96f6-074a5da6e41a	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica		CL			PRESENT		4cadac10-3e7b-11d9-8439-b8a03c50a862													6026493	6026493	PRESERVED_SPECIMEN	COLO	V	02606556				CC_BY_4_0					2025-01-09T11:04:37.518Z	StillImage	AMBIGUOUS_INSTITUTION
4052839323	7c5e863f-3f70-4933-b05d-fc57c66dd3f3	8dded568-04bf-4724-9bd0-ef44dcef72e1	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella piligera Phil.	Azorella piligera		CL			PRESENT		4cadac10-3e7b-11d9-8439-b8a03c50a862													3630890	6026493	PRESERVED_SPECIMEN	COLO	V	02594513				CC_BY_4_0					2025-01-09T11:04:37.624Z	StillImage	AMBIGUOUS_INSTITUTION
4052837323	7c5e863f-3f70-4933-b05d-fc57c66dd3f3	d6099e10-c470-4278-937a-0e819025c890	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica		CL			PRESENT		4cadac10-3e7b-11d9-8439-b8a03c50a862													6026493	6026493	PRESERVED_SPECIMEN	COLO	V	02606580				CC_BY_4_0					2025-01-09T11:04:37.805Z	StillImage	AMBIGUOUS_INSTITUTION
4052836324	7c5e863f-3f70-4933-b05d-fc57c66dd3f3	8afe5a6c-5277-458d-93ef-81c7507a1e50	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica		CL			PRESENT		4cadac10-3e7b-11d9-8439-b8a03c50a862													6026493	6026493	PRESERVED_SPECIMEN	COLO	V	02606572				CC_BY_4_0					2025-01-09T11:04:37.534Z	StillImage	AMBIGUOUS_INSTITUTION
4028837764	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/147575151	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica		CL		Región Metropolitana de Santiago	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-33.327349	-70.248982	4.0						2023-01-16T09:26	16	1	2023	6026493	6026493	HUMAN_OBSERVATION	iNaturalist	Observations	147575151		Paulo Muñoz	2023-01-29T01:04:46	CC_BY_NC_4_0	Paulo Muñoz	Paulo Muñoz			2024-12-16T12:18:12.065Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4028806398	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/70534390	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica		CL		Región Metropolitana de Santiago	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-33.317024	-70.262512							2021-02-21T10:27:07	21	2	2021	6026493	6026493	HUMAN_OBSERVATION	iNaturalist	Observations	70534390		Kai-Philipp Schablewski	2021-07-11T03:03:52	CC_BY_4_0	Darío De la Fuente	Darío De la Fuente			2024-12-16T11:27:59.001Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4028699340	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/19178105	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica		CL		Región Metropolitana de Santiago	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-33.323638	-70.240109	4.0						2018-12-22T12:08:46	22	12	2018	6026493	6026493	HUMAN_OBSERVATION	iNaturalist	Observations	19178105		Kai-Philipp Schablewski	2020-04-23T21:36:36	CC_BY_NC_4_0	Sarah and Fernando	Sarah and Fernando			2024-12-16T11:19:50.680Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4028688357	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/36711021	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica		CL		Región Metropolitana de Santiago	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-33.338417	-70.245797	10.0						2019-12-15T18:19:48	15	12	2019	6026493	6026493	HUMAN_OBSERVATION	iNaturalist	Observations	36711021		Kai-Philipp Schablewski	2020-12-30T11:39:03	CC_BY_4_0	Matt Berger	Matt Berger			2024-12-16T11:22:22.798Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4017113997	d8cd16ba-bb74-4420-821e-083f2bac17c2	JX034885	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica					PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													6026493	6026493	PRESERVED_SPECIMEN			Calvino 717 (BCRU)				CC_BY_4_0					2025-01-11T12:50:21.006Z		TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
4008248081	d8cd16ba-bb74-4420-821e-083f2bac17c2	KM672228	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica					PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													6026493	6026493	PRESERVED_SPECIMEN			Calvino et al. 717 (BCRU)				CC_BY_4_0					2025-01-11T12:49:13.472Z		TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3923696268	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/137232526	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica		CL		Región Metropolitana de Santiago	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-33.506839	-70.449399	149.0						2022-09-25T15:50:47	25	9	2022	6026493	6026493	HUMAN_OBSERVATION	iNaturalist	Observations	137232526		Mauricio Rebolledo	2022-10-02T02:24:56	CC_BY_NC_4_0	Mauricio Rebolledo	Mauricio Rebolledo			2024-12-16T11:39:38.614Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3888831322	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/36712596	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica		CL		Región Metropolitana de Santiago	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-33.334022	-70.246583	5.0						2019-12-15T18:43:49	15	12	2019	6026493	6026493	HUMAN_OBSERVATION	iNaturalist	Observations	36712596		Kai-Philipp Schablewski	2022-08-05T15:48:19	CC_BY_4_0	Matt Berger	Matt Berger			2024-12-16T11:22:37.093Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3808193448	0f99f0f9-e32a-4deb-ad51-4e729dc9f274	PUCV:herb:angio:3111	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica Clos	Clos	CL	Paso Pedro Pablo	Valparaíso	PRESENT		025d493f-c50c-4d6e-948b-62e86c86a49f	-32.583	-70.183			3000.0				1970-03-02	2	3	1970	6026493	6026493	PRESERVED_SPECIMEN	PUCV	angio	angio:3111		Lincoln Constance		CC_BY_NC_4_0		Otto Zöellner Sch.			2024-01-26T12:12:29.881Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3456767281	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/102405106	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica		CL		Región Metropolitana de Santiago	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-33.22544	-70.270008							2021-11-22	22	11	2021	6026493	6026493	HUMAN_OBSERVATION	iNaturalist	Observations	102405106		Macarena Andrea Villalobos Farías	2021-12-03T12:31:25	CC_BY_NC_4_0	Macarena Andrea Villalobos Farías	Macarena Andrea Villalobos Farías			2024-12-16T12:11:18.620Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3439886088	202cdfcf-0eac-4696-9e48-4797c562ff41	http://id.luomus.fi/MY.8724959	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica					PRESENT		04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1													6026493	6026493	PRESERVED_SPECIMEN	H		http://id.luomus.fi/C.456631				CC_BY_4_0					2025-01-11T07:27:33.193Z	StillImage	COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3439659777	202cdfcf-0eac-4696-9e48-4797c562ff41	http://id.luomus.fi/MY.8724955	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica					PRESENT		04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1													6026493	6026493	PRESERVED_SPECIMEN	H		http://id.luomus.fi/C.456630				CC_BY_4_0					2025-01-11T07:27:33.276Z	StillImage	COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3415465961	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/97932821	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica		CL		Región Metropolitana de Santiago	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-33.329145	-70.245464							2019-11-20T11:56Z	20	11	2019	6026493	6026493	HUMAN_OBSERVATION	iNaturalist	Observations	97932821		danielaperezorellana	2021-11-06T12:18:27	CC_BY_NC_4_0	danielaperezorellana	danielaperezorellana			2024-12-16T11:33:10.918Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3350631501	d8cd16ba-bb74-4420-821e-083f2bac17c2	KM672227	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica					PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													6026493	6026493	PRESERVED_SPECIMEN			Calvino et al. 716 (BCRU)				CC_BY_4_0					2025-01-11T12:50:20.411Z		TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349658489	d8cd16ba-bb74-4420-821e-083f2bac17c2	DQ133842	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica					PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													6026493	6026493	PRESERVED_SPECIMEN			Johnston 6048 (S)				CC_BY_4_0					2025-01-11T12:48:54.566Z		TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3347119049	d8cd16ba-bb74-4420-821e-083f2bac17c2	JX034811	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica					PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													6026493	6026493	PRESERVED_SPECIMEN			Cowan 4236 (NY)				CC_BY_4_0					2025-01-11T12:50:16.978Z		TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3327701895	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/86485629	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica		CL		Atacama	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-29.329898	-70.343508	1891.0						2017-05-04T17:36Z	4	5	2017	6026493	6026493	HUMAN_OBSERVATION	iNaturalist	Observations	86485629		Kai-Philipp Schablewski	2021-07-11T02:44:39	CC_BY_NC_4_0	danielaperezorellana	danielaperezorellana			2024-12-16T12:05:47.034Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3302191938	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/81794713	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica		CL		Región Metropolitana de Santiago	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-33.329145	-70.245464	1812.0						2015-01-14T12:32Z	14	1	2015	6026493	6026493	HUMAN_OBSERVATION	iNaturalist	Observations	81794713		danielaperezorellana	2021-06-06T00:52:04	CC_BY_NC_4_0	danielaperezorellana	danielaperezorellana			2024-12-16T11:30:33.058Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3302177174	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/81405930	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica		AR		Chubut	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-42.815717	-71.265447	61.0						2017-12-01T09:40	1	12	2017	6026493	6026493	HUMAN_OBSERVATION	iNaturalist	Observations	81405930		Kai-Philipp Schablewski	2021-06-03T12:40:34	CC_BY_NC_4_0	danplant	danplant			2024-12-16T11:28:26.756Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3125273509	9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07	2874865B-8D42-40D7-97F3-B592A5DEB45A	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica	Clos	CL	West slope of main range of the Andes along road from Santiago to the copper mines of La Disputada. Valle de San Francisco above La Disputada	Santiago	PRESENT		8a471700-4ce8-11db-b80e-b8a03c50a862					2880.0				1976-11-10	10	11	1976	6026493	6026493	PRESERVED_SPECIMEN	SD			867			CC_BY_NC_4_0		W. A. Weber; B. Johnston			2025-01-07T22:23:04.447Z		TAXON_MATCH_TAXON_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3097303373	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/38337866	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica		CL		Región Metropolitana de Santiago	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-33.14269	-70.375535	32.0						2020-02-05T11:51:56	5	2	2020	6026493	6026493	HUMAN_OBSERVATION	iNaturalist	Observations	38337866		Aira Francisca Faúndez Fallau	2020-02-05T20:27:52	CC_BY_4_0	Aira Francisca Faúndez Fallau	Aira Francisca Faúndez Fallau			2024-12-16T11:22:43.108Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3097300378	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/38338541	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica		CL		Región Metropolitana de Santiago	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-33.149428	-70.366383	8.0						2020-02-05T12:40:36	5	2	2020	6026493	6026493	HUMAN_OBSERVATION	iNaturalist	Observations	38338541		Aira Francisca Faúndez Fallau	2020-02-05T20:50:09	CC_BY_4_0	Aira Francisca Faúndez Fallau	Aira Francisca Faúndez Fallau			2024-12-16T12:31:17.253Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3097167385	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/38368185	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica		CL		Región Metropolitana de Santiago	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-33.1363	-70.381645	8.0						2020-02-06T11:23:05	6	2	2020	6026493	6026493	HUMAN_OBSERVATION	iNaturalist	Observations	38368185		Aira Francisca Faúndez Fallau	2020-02-06T20:52:57	CC_BY_4_0	Aira Francisca Faúndez Fallau	Aira Francisca Faúndez Fallau			2024-12-16T11:22:26.362Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3046125901	966426ce-f762-11e1-a439-00145eb45e9a		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella muscoides Phil.	Azorella muscoides Phil.		CL	Cordil. de Maule (sedes orientalis)		PRESENT		c76cf030-2a95-11da-9cc1-b8a03c50a862													3631131	6026493	PRESERVED_SPECIMEN	SMF	FR	FR-0036189				CC_BY_4_0					2025-01-07T17:54:42.861Z	StillImage	RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2998588901	ebed4456-76d2-408c-8467-fd66be066521	2793404	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azorella	Azorella madreporica		SPECIES	Azorella madreporica Clos	Azorella madreporica Clos	Clos				PRESENT		838537fc-4aeb-4980-8b58-97fbdcd1d91a													6026493	6026493	PRESERVED_SPECIMEN	K	K	K000529591	s.n.			CC_BY_4_0	K	Gay, C.			2025-01-01T12:18:13.150Z		IDENTIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
